station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
7,2012-02-10,40.0,25.0,33.0,2.0,25.0,30.0,32.0,0.0,715.0,1814.0,0.0,0.0,28.87,30.27,13.7,35.0,14.5
8,2012-02-10,61.0,45.0,33.0,2.0,43.0,48.0,32.0,0.0,715.0,1814.0,0.0,0.27,29.79,30.27,4.5,35.0,4.6
9,2012-02-10,29.0,7.0,18.0,2.0,-3.0,10.0,47.0,0.0,715.0,1814.0,0.0,0.27,29.59,30.35,17.1,34.0,17.4
10,2012-02-10,75.0,56.0,66.0,2.0,56.0,59.0,0.0,1.0,711.0,1811.0,0.0,0.02,30.03,30.03,2.8,1.0,5.7
11,2012-02-10,73.0,50.0,62.0,8.0,54.0,57.0,3.0,0.0,712.0,1811.0,0.0,0.02,30.02,30.04,1.4,31.0,3.8
12,2012-02-10,75.0,54.0,65.0,8.0,57.0,59.0,0.0,0.0,712.0,1811.0,0.0,0.02,30.01,30.04,1.4,3.0,3.6
13,2012-02-10,40.0,15.0,28.0,8.0,17.0,23.0,37.0,0.0,712.0,1811.0,0.0,0.02,24.31,30.24,1.4,11.0,6.3
14,2012-02-10,41.0,26.0,34.0,-7.0,25.0,30.0,31.0,0.0,722.0,1806.0,0.0,0.0,28.86,30.26,15.1,35.0,16.1
15,2012-02-10,49.0,15.0,32.0,10.0,17.0,27.0,33.0,0.0,651.0,1710.0,0.0,0.0,29.62,29.99,2.8,21.0,3.2
16,2012-02-10,50.0,24.0,37.0,10.0,18.0,32.0,28.0,0.0,651.0,1710.0,0.0,0.0,29.9,29.99,6.5,22.0,6.9
17,2012-02-10,42.0,24.0,33.0,10.0,24.0,32.0,32.0,0.0,651.0,1710.0,0.0,0.0,29.59,30.26,7.1,34.0,7.7
18,2012-02-10,58.0,35.0,47.0,-3.0,38.0,44.0,18.0,0.0,715.0,1807.0,0.0,0.11,29.68,30.18,7.5,34.0,11.0
19,2012-02-10,33.0,10.0,22.0,-2.0,38.0,44.0,43.0,0.0,656.0,1716.0,1.9,0.04,29.29,30.18,9.5,33.0,14.3
20,2012-02-10,58.0,35.0,47.0,-2.0,38.0,43.0,18.0,0.0,656.0,1716.0,0.0,0.1,29.47,30.17,8.7,33.0,11.8
1,2012-02-11,41.0,27.0,34.0,-2.0,23.0,31.0,31.0,0.0,656.0,1716.0,0.0,0.1,29.57,29.69,5.6,35.0,7.5
2,2012-02-11,38.0,23.0,31.0,6.0,21.0,28.0,34.0,0.0,649.0,1714.0,0.5,0.01,28.59,29.67,5.4,35.0,8.0
3,2012-02-11,30.0,17.0,24.0,-17.0,8.0,19.0,41.0,0.0,715.0,1800.0,0.0,0.0,29.92,30.65,10.8,36.0,11.3
4,2012-02-11,50.0,35.0,43.0,-11.0,23.0,35.0,22.0,0.0,715.0,1815.0,0.0,0.0,29.77,30.46,8.1,2.0,8.7
6,2012-02-11,50.0,35.0,43.0,-8.0,25.0,36.0,22.0,0.0,714.0,1815.0,0.0,0.0,29.93,30.45,16.3,2.0,16.6
7,2012-02-11,28.0,19.0,24.0,-8.0,9.0,19.0,41.0,0.0,714.0,1815.0,0.0,0.0,29.2,30.63,13.1,1.0,13.5
8,2012-02-11,52.0,36.0,24.0,-8.0,29.0,38.0,41.0,0.0,714.0,1815.0,0.0,0.0,30.06,30.63,9.1,1.0,9.3
9,2012-02-11,21.0,2.0,12.0,-8.0,-7.0,8.0,53.0,0.0,714.0,1815.0,0.0,0.0,29.77,30.57,14.4,30.0,14.7
10,2012-02-11,61.0,39.0,50.0,-8.0,36.0,46.0,15.0,0.0,710.0,1812.0,0.0,0.03,29.93,29.98,12.9,31.0,13.3
11,2012-02-11,59.0,34.0,47.0,-8.0,35.0,44.0,18.0,0.0,711.0,1811.0,0.0,0.05,29.93,29.99,12.0,30.0,12.6
12,2012-02-11,61.0,37.0,49.0,-8.0,37.0,46.0,16.0,0.0,711.0,1811.0,0.0,0.04,29.91,29.98,13.6,31.0,14.2
13,2012-02-11,20.0,9.0,15.0,-8.0,10.0,13.0,50.0,0.0,711.0,1811.0,0.0,0.04,24.37,30.41,3.3,33.0,4.2
14,2012-02-11,28.0,19.0,24.0,-17.0,8.0,19.0,41.0,0.0,721.0,1807.0,0.0,0.0,29.18,30.62,12.9,2.0,13.3
15,2012-02-11,39.0,19.0,29.0,7.0,20.0,28.0,36.0,0.0,650.0,1711.0,0.0,0.0,29.34,29.7,6.5,33.0,7.0
16,2012-02-11,40.0,28.0,34.0,7.0,28.0,31.0,31.0,0.0,650.0,1711.0,0.0,0.06,29.59,29.67,4.4,34.0,6.8
17,2012-02-11,31.0,18.0,25.0,7.0,6.0,19.0,40.0,0.0,650.0,1711.0,0.0,0.0,29.98,30.67,9.3,2.0,9.7
18,2012-02-11,38.0,29.0,34.0,-16.0,15.0,28.0,31.0,0.0,714.0,1808.0,0.0,0.0,30.03,30.54,11.3,1.0,11.7
19,2012-02-11,18.0,7.0,13.0,-11.0,-1.0,10.0,52.0,0.0,655.0,1717.0,0.0,0.0,29.55,30.34,16.1,30.0,16.5
20,2012-02-11,39.0,28.0,34.0,-11.0,14.0,27.0,31.0,0.0,655.0,1717.0,0.0,0.0,29.8,30.52,11.4,1.0,11.7
1,2012-02-12,27.0,13.0,20.0,-11.0,0.0,14.0,45.0,0.0,655.0,1717.0,0.0,0.0,29.51,29.72,11.8,31.0,12.4
2,2012-02-12,23.0,11.0,17.0,-8.0,0.0,13.0,48.0,0.0,648.0,1716.0,0.0,0.0,28.53,29.7,15.8,30.0,16.4
3,2012-02-12,37.0,16.0,27.0,-14.0,8.0,22.0,38.0,0.0,714.0,1800.0,0.0,0.0,29.67,30.47,5.3,15.0,7.3
4,2012-02-12,44.0,29.0,37.0,-17.0,21.0,31.0,28.0,0.0,714.0,1816.0,0.0,0.01,29.65,30.43,3.5,9.0,6.4
6,2012-02-12,44.0,29.0,37.0,-15.0,23.0,32.0,28.0,0.0,713.0,1816.0,0.0,0.01,29.83,30.42,6.8,6.0,9.4
7,2012-02-12,35.0,19.0,27.0,-15.0,12.0,23.0,38.0,0.0,713.0,1816.0,0.0,0.01,28.95,30.44,10.2,16.0,11.5
8,2012-02-12,45.0,32.0,27.0,-15.0,27.0,34.0,38.0,0.0,713.0,1816.0,0.0,0.0,30.06,30.44,4.1,9.0,6.2
9,2012-02-12,31.0,7.0,19.0,-15.0,0.0,14.0,46.0,0.0,713.0,1816.0,0.0,0.0,29.5,30.35,4.2,24.0,6.3
10,2012-02-12,50.0,30.0,40.0,-15.0,10.0,30.0,25.0,0.0,710.0,1813.0,0.0,0.0,30.27,30.31,9.4,33.0,10.0
11,2012-02-12,48.0,24.0,36.0,-20.0,9.0,27.0,29.0,0.0,710.0,1812.0,0.0,0.0,30.27,30.32,4.7,31.0,5.0
12,2012-02-12,49.0,27.0,38.0,-20.0,11.0,28.0,27.0,0.0,710.0,1812.0,0.0,0.0,30.26,30.32,8.9,33.0,9.2
13,2012-02-12,31.0,8.0,20.0,-20.0,13.0,18.0,45.0,0.0,710.0,1812.0,0.0,0.0,23.98,29.95,1.4,35.0,3.4
14,2012-02-12,36.0,18.0,27.0,-15.0,13.0,23.0,38.0,0.0,720.0,1808.0,0.9,0.04,28.94,30.43,9.3,15.0,11.0
15,2012-02-12,21.0,9.0,15.0,-7.0,-2.0,10.0,50.0,0.0,648.0,1713.0,0.0,0.0,29.31,29.72,13.0,31.0,13.2
16,2012-02-12,28.0,12.0,20.0,-7.0,0.0,14.0,45.0,0.0,648.0,1713.0,0.0,0.0,29.52,29.68,14.7,31.0,15.0
17,2012-02-12,37.0,16.0,27.0,-7.0,7.0,23.0,38.0,0.0,648.0,1713.0,0.0,0.0,29.73,30.5,4.1,16.0,5.8
18,2012-02-12,43.0,28.0,36.0,-14.0,17.0,30.0,29.0,0.0,714.0,1809.0,0.0,0.03,29.88,30.45,6.2,12.0,8.1
19,2012-02-12,33.0,14.0,24.0,-1.0,2.0,18.0,41.0,0.0,653.0,1719.0,0.0,0.0,29.47,30.27,11.7,28.0,12.0
20,2012-02-12,41.0,27.0,34.0,-1.0,18.0,29.0,31.0,0.0,653.0,1719.0,0.0,0.02,29.67,30.44,6.5,11.0,8.3
1,2012-02-13,41.0,14.0,28.0,-1.0,11.0,24.0,37.0,0.0,653.0,1719.0,0.0,0.0,29.7,29.87,8.7,24.0,9.6
2,2012-02-13,37.0,12.0,25.0,0.0,12.0,22.0,40.0,0.0,647.0,1717.0,0.0,0.0,28.72,29.87,11.1,25.0,11.8
3,2012-02-13,37.0,31.0,34.0,-7.0,31.0,33.0,31.0,0.0,713.0,1801.0,1.2,0.1,29.18,29.97,13.5,18.0,13.8
4,2012-02-13,64.0,39.0,52.0,-3.0,44.0,46.0,13.0,0.0,713.0,1817.0,0.0,0.25,29.24,30.0,1.1,11.0,2.7
6,2012-02-13,65.0,39.0,52.0,0.0,44.0,46.0,13.0,0.0,713.0,1817.0,0.0,0.19,29.41,30.0,0.7,5.0,4.2
7,2012-02-13,37.0,27.0,32.0,0.0,30.0,32.0,33.0,0.0,713.0,1817.0,0.0,0.19,28.48,29.93,14.9,19.0,15.5
8,2012-02-13,61.0,43.0,32.0,0.0,45.0,47.0,33.0,0.0,713.0,1817.0,0.0,0.87,29.61,29.93,0.5,11.0,3.6
9,2012-02-13,32.0,15.0,24.0,0.0,17.0,22.0,41.0,0.0,713.0,1817.0,0.0,0.02,29.08,29.92,5.6,16.0,5.8
10,2012-02-13,60.0,31.0,46.0,0.0,27.0,39.0,19.0,0.0,709.0,1813.0,0.0,0.0,30.23,30.24,1.1,6.0,4.9
11,2012-02-13,60.0,21.0,41.0,-15.0,24.0,34.0,24.0,0.0,709.0,1813.0,0.0,0.0,30.22,30.25,2.1,12.0,2.6
12,2012-02-13,57.0,25.0,41.0,-15.0,28.0,36.0,24.0,0.0,709.0,1813.0,0.0,0.0,30.22,30.25,1.4,4.0,3.0
13,2012-02-13,38.0,24.0,31.0,-15.0,24.0,29.0,34.0,0.0,709.0,1813.0,0.0,0.0,23.95,29.77,3.0,13.0,5.0
14,2012-02-13,38.0,27.0,33.0,-9.0,30.0,32.0,32.0,0.0,719.0,1809.0,0.9,0.03,28.48,29.93,14.8,18.0,15.1
15,2012-02-13,39.0,6.0,23.0,0.0,10.0,20.0,42.0,0.0,647.0,1714.0,0.0,0.0,29.43,29.84,4.7,25.0,7.3
16,2012-02-13,41.0,11.0,26.0,0.0,11.0,23.0,39.0,0.0,647.0,1714.0,0.0,0.0,29.73,29.85,9.5,25.0,10.1
17,2012-02-13,37.0,31.0,34.0,0.0,30.0,33.0,31.0,0.0,647.0,1714.0,0.0,0.06,29.24,29.99,10.1,18.0,10.4
18,2012-02-13,46.0,34.0,40.0,-11.0,37.0,39.0,25.0,0.0,713.0,1810.0,0.0,0.19,29.42,30.0,7.7,14.0,8.3
19,2012-02-13,31.0,16.0,24.0,-1.0,15.0,22.0,41.0,0.0,652.0,1720.0,0.4,0.03,29.23,30.04,6.1,20.0,6.8
20,2012-02-13,45.0,34.0,40.0,-1.0,37.0,39.0,25.0,0.0,652.0,1720.0,0.4,0.12,29.21,29.99,5.7,14.0,6.4
1,2012-02-14,45.0,23.0,34.0,-1.0,15.0,28.0,31.0,0.0,652.0,1720.0,0.4,0.0,29.89,30.08,2.5,21.0,3.0
2,2012-02-14,40.0,27.0,34.0,8.0,11.0,26.0,31.0,0.0,645.0,1718.0,0.0,0.0,28.91,30.05,6.4,24.0,7.6
3,2012-02-14,52.0,30.0,41.0,-1.0,35.0,38.0,24.0,0.0,712.0,1802.0,0.0,0.0,29.2,29.94,4.9,16.0,6.1
4,2012-02-14,73.0,42.0,58.0,3.0,51.0,54.0,7.0,0.0,712.0,1818.0,0.0,0.0,29.21,29.92,3.3,16.0,4.1
6,2012-02-14,72.0,38.0,55.0,3.0,52.0,54.0,10.0,0.0,712.0,1817.0,0.0,0.0,29.38,29.92,5.4,17.0,5.7
7,2012-02-14,51.0,25.0,38.0,3.0,35.0,37.0,27.0,0.0,712.0,1817.0,0.0,0.0,28.51,29.91,7.8,18.0,8.4
8,2012-02-14,68.0,41.0,38.0,3.0,50.0,53.0,27.0,0.0,712.0,1817.0,0.0,0.03,29.57,29.91,3.5,15.0,3.3
9,2012-02-14,33.0,22.0,28.0,3.0,24.0,27.0,37.0,0.0,712.0,1817.0,0.0,0.03,29.0,29.79,5.3,16.0,6.2
10,2012-02-14,74.0,49.0,62.0,3.0,50.0,55.0,3.0,0.0,708.0,1814.0,0.0,0.03,30.06,30.08,4.2,17.0,5.7
11,2012-02-14,68.0,35.0,52.0,-4.0,46.0,50.0,13.0,0.0,708.0,1814.0,0.0,0.11,30.06,30.09,1.3,18.0,3.4
12,2012-02-14,70.0,36.0,53.0,-4.0,49.0,53.0,12.0,0.0,708.0,1814.0,0.0,0.03,30.05,30.09,1.5,18.0,3.8
13,2012-02-14,47.0,19.0,33.0,-4.0,19.0,27.0,32.0,0.0,708.0,1814.0,0.0,0.0,23.95,29.77,1.8,21.0,5.3
14,2012-02-14,51.0,24.0,38.0,-4.0,35.0,36.0,27.0,0.0,718.0,1810.0,0.0,0.01,28.5,29.91,6.3,17.0,7.0
15,2012-02-14,40.0,13.0,27.0,4.0,17.0,24.0,38.0,0.0,646.0,1715.0,0.0,0.0,29.65,30.05,0.8,20.0,1.3
16,2012-02-14,43.0,21.0,32.0,4.0,16.0,28.0,33.0,0.0,646.0,1715.0,0.0,0.0,29.93,30.05,1.9,20.0,3.3
17,2012-02-14,52.0,32.0,42.0,4.0,34.0,38.0,23.0,0.0,646.0,1715.0,0.0,0.0,29.26,29.96,4.1,17.0,4.6
18,2012-02-14,65.0,45.0,55.0,4.0,47.0,49.0,10.0,0.0,712.0,1811.0,0.0,0.0,29.38,29.92,10.8,13.0,11.2
19,2012-02-14,35.0,28.0,32.0,7.0,26.0,30.0,33.0,0.0,651.0,1721.0,0.0,0.0,29.13,29.89,7.5,23.0,7.7
20,2012-02-14,65.0,45.0,55.0,7.0,48.0,50.0,10.0,0.0,651.0,1721.0,0.0,0.0,29.17,29.91,8.9,13.0,9.3
1,2012-02-15,45.0,32.0,39.0,7.0,29.0,34.0,26.0,0.0,651.0,1721.0,0.0,0.0,29.99,30.18,0.5,3.0,0.6
2,2012-02-15,44.0,33.0,39.0,13.0,30.0,34.0,26.0,0.0,644.0,1720.0,0.0,0.0,29.02,30.15,3.9,28.0,4.6
3,2012-02-15,52.0,42.0,47.0,5.0,45.0,46.0,18.0,0.0,711.0,1803.0,0.0,0.17,29.2,29.92,6.0,15.0,8.5
4,2012-02-15,78.0,57.0,68.0,13.0,55.0,60.0,0.0,3.0,711.0,1818.0,0.0,0.17,29.26,29.92,1.2,28.0,4.1
6,2012-02-15,80.0,48.0,64.0,12.0,57.0,60.0,1.0,0.0,711.0,1818.0,0.0,0.17,29.41,29.91,1.7,22.0,6.0
7,2012-02-15,66.0,40.0,53.0,12.0,42.0,47.0,12.0,0.0,711.0,1818.0,0.0,0.01,28.54,29.89,6.8,22.0,15.1
8,2012-02-15,75.0,59.0,53.0,12.0,57.0,60.0,12.0,0.0,711.0,1818.0,0.0,0.2,29.57,29.89,0.7,13.0,1.8
9,2012-02-15,36.0,19.0,28.0,12.0,26.0,29.0,37.0,0.0,711.0,1818.0,0.0,0.2,29.2,29.96,1.0,19.0,2.1
10,2012-02-15,71.0,61.0,66.0,12.0,59.0,61.0,0.0,1.0,707.0,1815.0,0.0,0.18,30.12,30.16,2.8,5.0,3.9
11,2012-02-15,66.0,58.0,62.0,6.0,59.0,60.0,3.0,0.0,707.0,1815.0,0.0,0.06,30.12,30.17,2.4,5.0,3.8
12,2012-02-15,68.0,60.0,64.0,6.0,60.0,61.0,1.0,0.0,707.0,1815.0,0.0,0.13,30.11,30.17,1.9,5.0,2.4
13,2012-02-15,33.0,17.0,25.0,6.0,19.0,24.0,40.0,0.0,707.0,1815.0,0.0,0.0,24.17,30.05,2.8,14.0,4.8
14,2012-02-15,67.0,42.0,55.0,13.0,42.0,47.0,10.0,0.0,717.0,1811.0,0.0,0.11,28.53,29.89,5.0,23.0,14.5
15,2012-02-15,41.0,28.0,35.0,12.0,25.0,30.0,30.0,0.0,644.0,1717.0,0.0,0.0,29.77,30.17,0.3,28.0,0.3
16,2012-02-15,44.0,29.0,37.0,12.0,31.0,34.0,28.0,0.0,644.0,1717.0,0.0,0.0,30.02,30.15,0.7,34.0,0.9
17,2012-02-15,53.0,42.0,48.0,12.0,44.0,46.0,17.0,0.0,644.0,1717.0,0.0,0.09,29.27,29.94,3.7,16.0,4.8
18,2012-02-15,76.0,50.0,63.0,12.0,44.0,52.0,2.0,0.0,711.0,1812.0,0.0,0.05,29.41,29.91,2.7,19.0,7.8
19,2012-02-15,48.0,33.0,41.0,16.0,32.0,35.0,24.0,0.0,649.0,1723.0,0.0,0.02,29.24,30.01,6.5,20.0,8.0
20,2012-02-15,76.0,53.0,65.0,16.0,44.0,52.0,0.0,0.0,649.0,1723.0,0.0,0.02,29.22,29.91,4.5,23.0,9.0
1,2012-02-16,47.0,27.0,37.0,16.0,30.0,35.0,28.0,0.0,649.0,1723.0,0.0,0.05,30.04,30.19,2.4,21.0,2.5
2,2012-02-16,43.0,29.0,36.0,10.0,29.0,33.0,29.0,0.0,643.0,1721.0,0.0,0.15,29.07,30.18,5.2,24.0,7.1
3,2012-02-16,56.0,38.0,47.0,5.0,35.0,42.0,18.0,0.0,710.0,1804.0,0.0,0.0,29.5,30.22,6.1,35.0,7.6
4,2012-02-16,65.0,50.0,58.0,3.0,43.0,49.0,7.0,0.0,710.0,1819.0,0.0,0.0,29.44,30.13,3.7,1.0,6.0
6,2012-02-16,63.0,44.0,54.0,2.0,46.0,50.0,11.0,0.0,710.0,1819.0,0.0,0.01,29.6,30.12,8.4,2.0,9.2
7,2012-02-16,57.0,36.0,47.0,2.0,33.0,41.0,18.0,0.0,710.0,1819.0,0.0,0.01,28.84,30.22,8.4,2.0,9.7
8,2012-02-16,59.0,50.0,47.0,2.0,45.0,50.0,18.0,0.0,710.0,1819.0,0.0,0.01,29.75,30.22,4.7,1.0,4.8
9,2012-02-16,40.0,23.0,32.0,2.0,21.0,28.0,33.0,0.0,710.0,1819.0,0.0,0.0,29.29,30.07,5.7,27.0,6.2
10,2012-02-16,78.0,61.0,70.0,2.0,59.0,63.0,0.0,5.0,706.0,1816.0,0.0,0.0,30.11,30.11,4.0,22.0,5.8
11,2012-02-16,77.0,56.0,67.0,11.0,60.0,62.0,0.0,2.0,706.0,1815.0,0.0,0.01,30.1,30.12,3.7,23.0,4.9
12,2012-02-16,78.0,58.0,68.0,11.0,59.0,63.0,0.0,3.0,706.0,1815.0,0.0,0.01,30.09,30.12,4.2,23.0,4.9
13,2012-02-16,44.0,16.0,30.0,11.0,17.0,25.0,35.0,0.0,706.0,1815.0,0.0,0.0,24.27,30.21,4.0,16.0,5.8
14,2012-02-16,57.0,38.0,48.0,5.0,35.0,42.0,17.0,0.0,716.0,1812.0,0.0,0.0,28.82,30.21,8.3,2.0,10.2
15,2012-02-16,45.0,21.0,33.0,10.0,29.0,32.0,32.0,0.0,643.0,1718.0,0.0,0.06,29.8,30.17,2.1,17.0,2.3
16,2012-02-16,46.0,26.0,36.0,10.0,31.0,35.0,29.0,0.0,643.0,1718.0,0.0,0.05,30.07,30.16,1.9,18.0,2.5
17,2012-02-16,58.0,40.0,49.0,10.0,35.0,42.0,16.0,0.0,643.0,1718.0,0.0,0.0,29.56,30.24,4.9,1.0,5.6
18,2012-02-16,58.0,43.0,51.0,0.0,42.0,46.0,14.0,0.0,710.0,1813.0,0.0,0.0,29.66,30.18,5.4,36.0,6.9
19,2012-02-16,45.0,34.0,40.0,14.0,26.0,34.0,25.0,0.0,648.0,1724.0,0.0,0.0,29.27,30.03,7.8,28.0,8.5
20,2012-02-16,57.0,43.0,50.0,14.0,41.0,46.0,15.0,0.0,648.0,1724.0,0.0,0.0,29.46,30.17,6.7,36.0,8.4
1,2012-02-17,52.0,35.0,44.0,14.0,30.0,38.0,21.0,0.0,648.0,1724.0,0.0,0.0,29.77,29.92,6.6,25.0,8.0
2,2012-02-17,46.0,31.0,39.0,13.0,29.0,35.0,26.0,0.0,641.0,1722.0,0.0,0.06,28.82,29.92,9.3,27.0,11.0
3,2012-02-17,56.0,35.0,46.0,3.0,40.0,44.0,19.0,0.0,709.0,1805.0,0.0,0.06,29.39,30.12,1.4,16.0,2.8
4,2012-02-17,57.0,51.0,54.0,-1.0,51.0,53.0,11.0,0.0,710.0,1820.0,0.0,0.53,29.28,30.02,1.0,5.0,4.6
6,2012-02-17,57.0,51.0,54.0,2.0,53.0,53.0,11.0,0.0,709.0,1820.0,0.0,0.59,29.45,30.01,8.5,3.0,8.8
7,2012-02-17,56.0,37.0,47.0,2.0,39.0,43.0,18.0,0.0,709.0,1820.0,0.0,0.02,28.71,30.11,1.2,13.0,4.1
8,2012-02-17,59.0,54.0,47.0,2.0,52.0,54.0,18.0,0.0,709.0,1820.0,0.0,0.7,29.65,30.11,3.9,6.0,4.1
9,2012-02-17,43.0,24.0,34.0,2.0,22.0,29.0,31.0,0.0,709.0,1820.0,0.0,0.0,29.28,30.05,5.8,31.0,8.5
10,2012-02-17,68.0,61.0,65.0,2.0,61.0,63.0,0.0,0.0,705.0,1817.0,0.0,0.06,30.01,30.04,2.3,5.0,4.4
11,2012-02-17,68.0,59.0,64.0,8.0,61.0,61.0,1.0,0.0,705.0,1816.0,0.0,0.14,30.01,30.04,2.8,7.0,4.0
12,2012-02-17,67.0,60.0,64.0,8.0,61.0,62.0,1.0,0.0,705.0,1816.0,0.0,0.02,29.99,30.04,2.1,5.0,4.9
13,2012-02-17,43.0,16.0,30.0,8.0,13.0,24.0,35.0,0.0,705.0,1816.0,0.0,0.0,24.26,30.15,2.0,12.0,6.1
14,2012-02-17,57.0,39.0,48.0,5.0,39.0,44.0,17.0,0.0,715.0,1813.0,0.0,0.01,28.7,30.1,1.3,7.0,4.9
15,2012-02-17,49.0,24.0,37.0,13.0,28.0,35.0,28.0,0.0,641.0,1719.0,0.0,0.01,29.53,29.9,3.6,27.0,7.1
16,2012-02-17,52.0,34.0,43.0,13.0,30.0,38.0,22.0,0.0,641.0,1719.0,0.0,0.01,29.8,29.9,6.3,26.0,8.3
17,2012-02-17,57.0,35.0,46.0,13.0,39.0,43.0,19.0,0.0,641.0,1719.0,0.0,0.01,29.44,30.14,1.1,15.0,1.4
18,2012-02-17,64.0,47.0,56.0,5.0,45.0,50.0,9.0,0.0,709.0,1813.0,0.0,0.02,29.54,30.07,2.7,8.0,4.2
19,2012-02-17,40.0,26.0,33.0,7.0,26.0,31.0,32.0,0.0,646.0,1725.0,0.1,0.01,29.29,30.06,3.6,23.0,5.2
20,2012-02-17,64.0,47.0,56.0,7.0,44.0,49.0,9.0,0.0,646.0,1725.0,0.0,0.03,29.34,30.07,3.6,23.0,6.2
1,2012-02-18,48.0,31.0,40.0,7.0,22.0,32.0,25.0,0.0,646.0,1725.0,0.0,0.03,29.74,29.91,8.5,27.0,8.9
2,2012-02-18,42.0,30.0,36.0,10.0,21.0,30.0,29.0,0.0,640.0,1723.0,0.0,0.0,28.8,29.92,10.9,27.0,11.2
3,2012-02-18,50.0,39.0,45.0,2.0,37.0,41.0,20.0,0.0,708.0,1806.0,0.0,0.01,29.34,30.08,8.7,36.0,8.9
4,2012-02-18,57.0,48.0,53.0,-3.0,50.0,52.0,12.0,0.0,709.0,1821.0,0.0,1.72,29.21,29.9,3.9,35.0,6.9
6,2012-02-18,59.0,50.0,55.0,2.0,52.0,53.0,10.0,0.0,708.0,1821.0,0.0,1.1,29.37,29.89,8.9,35.0,10.8
7,2012-02-18,47.0,39.0,43.0,2.0,39.0,41.0,22.0,0.0,708.0,1821.0,0.0,0.02,28.68,30.07,10.5,1.0,11.5
8,2012-02-18,61.0,50.0,43.0,2.0,48.0,51.0,22.0,0.0,708.0,1821.0,0.0,1.33,29.49,30.07,7.6,35.0,9.4
9,2012-02-18,37.0,18.0,28.0,2.0,16.0,23.0,37.0,0.0,708.0,1821.0,0.0,0.0,29.44,30.22,1.6,28.0,4.1
10,2012-02-18,71.0,60.0,66.0,2.0,59.0,61.0,0.0,1.0,704.0,1817.0,0.0,0.0,29.95,29.96,2.5,3.0,3.8
11,2012-02-18,70.0,56.0,63.0,6.0,58.0,60.0,2.0,0.0,705.0,1817.0,0.0,0.0,29.95,29.96,3.6,7.0,4.3
12,2012-02-18,70.0,59.0,65.0,6.0,59.0,61.0,0.0,0.0,705.0,1817.0,0.0,0.0,29.93,29.96,2.3,4.0,2.8
13,2012-02-18,40.0,14.0,27.0,6.0,17.0,25.0,38.0,0.0,705.0,1817.0,0.0,0.0,24.14,30.06,6.5,15.0,6.9
14,2012-02-18,47.0,39.0,43.0,0.0,40.0,42.0,22.0,0.0,714.0,1814.0,0.0,0.17,28.66,30.05,11.7,1.0,12.3
15,2012-02-18,44.0,23.0,34.0,10.0,20.0,30.0,31.0,0.0,640.0,1720.0,0.0,0.0,29.5,29.89,7.3,28.0,7.9
16,2012-02-18,48.0,29.0,39.0,10.0,21.0,32.0,26.0,0.0,640.0,1720.0,0.0,0.0,29.77,29.88,8.4,28.0,8.8
17,2012-02-18,50.0,40.0,45.0,10.0,37.0,42.0,20.0,0.0,640.0,1720.0,0.0,0.01,29.4,30.09,8.0,1.0,8.1
18,2012-02-18,53.0,46.0,50.0,-1.0,46.0,47.0,15.0,0.0,708.0,1814.0,0.0,1.56,29.44,29.96,8.2,2.0,9.9
19,2012-02-18,38.0,23.0,31.0,5.0,19.0,27.0,34.0,0.0,645.0,1726.0,0.0,1.56,29.43,30.18,6.0,36.0,7.3
20,2012-02-18,53.0,46.0,50.0,5.0,45.0,47.0,15.0,0.0,645.0,1726.0,0.0,1.82,29.23,29.94,9.7,2.0,11.7
1,2012-02-19,44.0,28.0,36.0,5.0,18.0,29.0,29.0,0.0,645.0,1726.0,0.0,0.0,29.86,30.03,6.0,32.0,6.6
2,2012-02-19,41.0,27.0,34.0,7.0,17.0,28.0,31.0,0.0,638.0,1725.0,0.0,0.0,28.89,30.0,5.2,33.0,6.2
3,2012-02-19,57.0,32.0,45.0,2.0,32.0,40.0,20.0,0.0,707.0,1807.0,0.0,0.0,29.31,30.06,0.5,10.0,4.7
4,2012-02-19,59.0,44.0,52.0,-4.0,44.0,48.0,13.0,0.0,708.0,1822.0,0.0,0.0,29.38,30.08,1.2,5.0,5.2
6,2012-02-19,60.0,37.0,49.0,-4.0,45.0,48.0,16.0,0.0,707.0,1821.0,0.0,0.0,29.54,30.08,2.6,2.0,6.1
7,2012-02-19,56.0,29.0,43.0,-4.0,35.0,40.0,22.0,0.0,707.0,1821.0,0.0,0.0,28.64,30.05,4.7,17.0,7.1
8,2012-02-19,61.0,48.0,43.0,-4.0,43.0,48.0,22.0,0.0,707.0,1821.0,0.0,0.0,29.72,30.05,3.6,36.0,5.8
9,2012-02-19,45.0,19.0,32.0,-4.0,20.0,27.0,33.0,0.0,707.0,1821.0,0.0,0.0,29.34,30.13,6.5,16.0,7.0
10,2012-02-19,83.0,62.0,73.0,-4.0,58.0,63.0,0.0,8.0,703.0,1818.0,0.0,0.0,29.75,29.78,12.7,23.0,14.9
11,2012-02-19,83.0,58.0,71.0,14.0,57.0,62.0,0.0,6.0,704.0,1818.0,0.0,0.0,29.73,29.77,11.1,23.0,13.9
12,2012-02-19,82.0,61.0,72.0,14.0,59.0,64.0,0.0,7.0,704.0,1818.0,0.0,0.04,29.73,29.78,11.4,24.0,13.3
